C:\Users\pindus\Desktop\SITLess_Data\EXP1\COG\POST\FC\SL003\SL003_FCS6AA.edat3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,BlockID,Clock.Information,CogSeq,DataFile.Basename,Day,ExperimentVersion,Group,Participant.RefreshRate,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,ThankYou.DEVICE,Timing,Welcome.DEVICE,Welcome.DurationError,Welcome.OnsetDelay,Welcome.OnsetTime,Welcome.OnsetToOnsetTime,Block,BlockList,BlockList.Cycle,BlockList.Sample,Procedure[Block],Running[Block],Trial,Condition,CongAcc,CongRT,CorrectAnswer,InconAcc,InconRT,ITI,Omissions,OverallACC,OverallRT,Procedure[Trial],Running[Trial],Stimulus,Stimulus.ACC,Stimulus.CRESP,Stimulus.DEVICE,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,Stimulus.RTTime,TrialList,TrialList.Cycle,TrialList.Sample,TrialType
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,11,113,1,336.75,4,,,1698,,1,366,TrialProc,TrialList,flankerCR.jpg,1,4,Keyboard,2,17,80812,160,4,307,81119,3,1,11,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,12,112,1,336.2222222,4,,,1500,,1,363.1666667,TrialProc,TrialList,flankerCR.jpg,1,4,Keyboard,2,17,82687,160,4,332,83019,2,1,12,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,13,111,1,336.5,4,,,1302,,1,361.3076923,TrialProc,TrialList,flankerCR.jpg,1,4,Keyboard,2,14,84361,159,4,339,84700,1,1,13,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,14,213,,,4,1,455.5,1698,,1,370.5,TrialProc,TrialList,flankerIR.jpg,1,4,Keyboard,2,18,85840,160,4,490,86330,9,1,14,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,15,111,1,336.5454545,4,,,1302,,1,368.2666667,TrialProc,TrialList,flankerCR.jpg,1,4,Keyboard,2,17,87715,160,4,337,88052,1,1,15,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,16,111,1,339.4166667,4,,,1302,,1,368.4375,TrialProc,TrialList,flankerCR.jpg,1,4,Keyboard,2,10,89187,160,4,371,89558,1,1,16,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,17,212,,,4,1,477.4,1500,,1,380,TrialProc,TrialList,flankerIR.jpg,1,4,Keyboard,2,10,90659,160,4,565,91224,8,1,17,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,18,212,,,4,1,464,1500,,1,380.9444444,TrialProc,TrialList,flankerIR.jpg,1,4,Keyboard,2,7,92326,159,4,397,92723,8,1,18,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,19,222,,,1,1,504.2857143,1500,,1,400.1578947,TrialProc,TrialList,flankerIL.jpg,1,1,Keyboard,3,7,93992,160,1,746,94738,11,1,19,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,20,123,1,340.1538462,1,,,1698,,1,397.6,TrialProc,TrialList,flankerCL.jpg,1,1,Keyboard,2,7,95659,160,1,349,96008,6,1,20,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,21,222,,,1,1,475.75,1500,,1,391.8095238,TrialProc,TrialList,flankerIL.jpg,1,1,Keyboard,2,10,97527,160,1,276,97803,11,1,21,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,22,211,,,4,0.888888889,,1302,,0.954545455,,TrialProc,TrialList,flankerIR.jpg,0,4,Keyboard,2,7,99194,159,1,364,99558,7,1,22,Incon
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,23,122,1,345.3571429,1,,,1500,,0.956521739,392.7727273,TrialProc,TrialList,flankerCL.jpg,1,1,Keyboard,2,11,100666,159,1,413,101079,5,1,23,Cong
FC,3,1,A,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">13751062443343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2021-08-22T17:54:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",S,SL003_FCS6AA,6,1.0.0.262,1,143.998,-1420154225,Full,3.0.3.80,3.0.3.80,8/22/2021,8/22/2021 17:54,12:54:23,3.0.3.82,Keyboard,A,Keyboard,-999999,15,27870,0,1,1,1,1,BlockProc,BlockList,24,222,,,1,0.9,474.5555556,1500,,0.958333333,395.9130435,TrialProc,TrialList,flankerIL.jpg,1,1,Keyboard,3,7,102332,160,1,465,102797,11,1,24,Incon
